instance,candName,targName,conf,realConf
24 name_name_cos_dlm_dc0_dlm_dc0,659,935,0.04997501873438866,0
24 name_name_mel,659,935,0.5410176515579224,0
24 name_name_lev_dist,659,935,170,0
24 name_name_lev_sim,659,935,0.15841584158415845,0
24 description_description_jac_qgm_3_qgm_3,659,935,nan,0
24 description_description_cos_dlm_dc0_dlm_dc0,659,935,nan,0
24 price_price_exm,659,935,0,0
24 price_price_anm,659,935,0.11539941511466834,0
24 price_price_lev_dist,659,935,3,0
24 price_price_lev_sim,659,935,0.5,0
24 DecisionTree,659,935,0,0
24 SVM,659,935,0,0
24 RF,659,935,0,0
24 NB,659,935,0,0
24 LogReg,659,935,0,0
24 LinReg,659,935,0,0
24 name_name_jac_qgm_3_qgm_3,659,940,0.007575757575757576,0
24 name_name_cos_dlm_dc0_dlm_dc0,659,940,0.01526762041381148,0
24 name_name_mel,659,940,0.567990779876709,0
24 name_name_lev_dist,659,940,63,0
24 name_name_lev_sim,659,940,0.23170731707317072,0
24 description_description_jac_qgm_3_qgm_3,659,940,nan,0
24 description_description_cos_dlm_dc0_dlm_dc0,659,940,nan,0
24 price_price_exm,659,940,0,0
24 price_price_anm,659,940,0.051796200345423205,0
24 price_price_lev_dist,659,940,4,0
24 price_price_lev_sim,659,940,0.19999999999999996,0
24 DecisionTree,659,940,0,0
24 SVM,659,940,0,0
24 RF,659,940,0,0
24 NB,659,940,0,0
24 LogReg,659,940,0,0
24 LinReg,659,940,0,0
24 name_name_jac_qgm_3_qgm_3,659,941,0.0,0
24 name_name_cos_dlm_dc0_dlm_dc0,659,941,0.0,0
24 name_name_mel,659,941,0.5981512069702148,0
24 name_name_lev_dist,659,941,49,0
24 name_name_lev_sim,659,941,0.15517241379310343,0
24 description_description_jac_qgm_3_qgm_3,659,941,nan,0
24 description_description_cos_dlm_dc0_dlm_dc0,659,941,nan,0
24 price_price_exm,659,941,nan,0
24 price_price_anm,659,941,nan,0
24 price_price_lev_dist,659,941,nan,0
24 price_price_lev_sim,659,941,nan,0
24 DecisionTree,659,941,0,0
24 SVM,659,941,0,0
24 RF,659,941,0,0
24 NB,659,941,0,0
24 LogReg,659,941,0,0
24 LinReg,659,941,0,0
24 name_name_jac_qgm_3_qgm_3,659,841,0.0,0
24 name_name_cos_dlm_dc0_dlm_dc0,659,841,0.0,0
24 name_name_mel,659,841,0.6088263392448425,0
24 name_name_lev_dist,659,841,69,0
24 name_name_lev_sim,659,841,0.21590909090909094,0
24 description_description_jac_qgm_3_qgm_3,659,841,nan,0
24 description_description_cos_dlm_dc0_dlm_dc0,659,841,nan,0
24 price_price_exm,659,841,nan,0
24 price_price_anm,659,841,nan,0
24 price_price_lev_dist,659,841,nan,0
24 price_price_lev_sim,659,841,nan,0
24 DecisionTree,659,841,0,0
24 SVM,659,841,0,0
24 RF,659,841,0,0
24 NB,659,841,0,0
24 LogReg,659,841,0,0
24 LinReg,659,841,0,0
24 name_name_jac_qgm_3_qgm_3,659,586,0.05737704918032787,0
24 name_name_cos_dlm_dc0_dlm_dc0,659,586,0.10972379887386345,0
24 name_name_mel,659,586,0.7904459238052368,0
24 name_name_lev_dist,659,586,60,0
24 name_name_lev_sim,659,586,0.23076923076923073,0
24 description_description_jac_qgm_3_qgm_3,659,586,0.04294478527607362,0
24 description_description_cos_dlm_dc0_dlm_dc0,659,586,0.08385188069684744,0
24 price_price_exm,659,586,0,0
24 price_price_anm,659,586,0.05006677796327208,0
24 price_price_lev_dist,659,586,4,0
24 price_price_lev_sim,659,586,0.19999999999999996,0
24 DecisionTree,659,586,0,0
24 SVM,659,586,0,0
24 RF,659,586,0,0
24 NB,659,586,0,0
24 LogReg,659,586,0,0
24 LinReg,659,586,0,0
24 name_name_jac_qgm_3_qgm_3,659,588,0.05785123966942149,0
24 name_name_cos_dlm_dc0_dlm_dc0,659,588,0.11047277547903982,0
24 name_name_mel,659,588,0.7925371527671814,0
24 name_name_lev_dist,659,588,61,0
24 name_name_lev_sim,659,588,0.22784810126582278,0
24 description_description_jac_qgm_3_qgm_3,659,588,0.04294478527607362,0
24 description_description_cos_dlm_dc0_dlm_dc0,659,588,0.08385188069684744,0
24 price_price_exm,659,588,0,0
24 price_price_anm,659,588,0.04370191186756822,0
24 price_price_lev_dist,659,588,5,0
24 price_price_lev_sim,659,588,0.16666666666666663,0
24 DecisionTree,659,588,0,0
24 SVM,659,588,0,0
24 RF,659,588,0,0
24 NB,659,588,0,0
24 LogReg,659,588,0,0
24 LinReg,659,588,0,0
24 name_name_jac_qgm_3_qgm_3,659,333,0.04065040650406504,0
24 name_name_cos_dlm_dc0_dlm_dc0,659,333,0.0789091253421713,0
24 name_name_mel,659,333,0.6022689342498779,0
24 name_name_lev_dist,659,333,51,0
24 name_name_lev_sim,659,333,0.31081081081081086,0
24 description_description_jac_qgm_3_qgm_3,659,333,0.1,0
24 description_description_cos_dlm_dc0_dlm_dc0,659,333,0.1913504174360283,0
24 price_price_exm,659,333,0,0
24 price_price_anm,659,333,0.3817939313104368,0
24 price_price_lev_dist,659,333,4,0
24 price_price_lev_sim,659,333,0.19999999999999996,0
24 DecisionTree,659,333,0,0
24 SVM,659,333,0,0
24 RF,659,333,0,0
24 NB,659,333,0,0
24 LogReg,659,333,0,0
24 LinReg,659,333,0,0
24 name_name_jac_qgm_3_qgm_3,659,345,0.015748031496062992,0
24 name_name_cos_dlm_dc0_dlm_dc0,659,345,0.03134965682110384,0
24 name_name_mel,659,345,0.55140221118927,0
24 name_name_lev_dist,659,345,60,0
24 name_name_lev_sim,659,345,0.17808219178082196,0
24 description_description_jac_qgm_3_qgm_3,659,345,nan,0
24 description_description_cos_dlm_dc0_dlm_dc0,659,345,nan,0
24 price_price_exm,659,345,nan,0
24 price_price_anm,659,345,nan,0
24 price_price_lev_dist,659,345,nan,0
24 price_price_lev_sim,659,345,nan,0
24 DecisionTree,659,345,0,0
24 SVM,659,345,0,0
24 RF,659,345,0,0
24 NB,659,345,0,0
24 LogReg,659,345,0,0
24 LinReg,659,345,0,0
24 name_name_jac_qgm_3_qgm_3,659,736,0.00909090909090909,0
24 name_name_cos_dlm_dc0_dlm_dc0,659,736,0.018018749253911177,0
24 name_name_mel,659,736,0.6094276309013367,0
24 name_name_lev_dist,659,736,44,0
24 name_name_lev_sim,659,736,0.18518518518518523,0
24 description_description_jac_qgm_3_qgm_3,659,736,0.034722222222222224,0
24 description_description_cos_dlm_dc0_dlm_dc0,659,736,0.07181062370267827,0
24 price_price_exm,659,736,nan,0
24 price_price_anm,659,736,nan,0
24 price_price_lev_dist,659,736,nan,0
24 price_price_lev_sim,659,736,nan,0
24 DecisionTree,659,736,0,0
24 SVM,659,736,0,0
24 RF,659,736,0,0
24 NB,659,736,0,0
24 LogReg,659,736,0,0
24 LinReg,659,736,0,0
24 name_name_jac_qgm_3_qgm_3,659,867,0.022988505747126436,0
24 name_name_cos_dlm_dc0_dlm_dc0,659,867,0.04624972900628803,0
24 name_name_mel,659,867,0.5151234865188599,0
24 name_name_lev_dist,659,867,45,0
24 name_name_lev_sim,659,867,0.16666666666666663,0
24 description_description_jac_qgm_3_qgm_3,659,867,0.01507537688442211,0
24 description_description_cos_dlm_dc0_dlm_dc0,659,867,0.0297029702970297,0
24 price_price_exm,659,867,0,0
24 price_price_anm,659,867,0.04346628790074791,0
24 price_price_lev_dist,659,867,3,0
24 price_price_lev_sim,659,867,0.5,0
24 DecisionTree,659,867,0,0
24 SVM,659,867,0,0
24 RF,659,867,0,0
24 NB,659,867,0,0
24 LogReg,659,867,0,0
24 LinReg,659,867,0,0
24 name_name_jac_qgm_3_qgm_3,659,1001,0.01,0
24 name_name_cos_dlm_dc0_dlm_dc0,659,1001,0.019881069312188606,0
24 name_name_mel,659,1001,0.5740740895271301,0
24 name_name_lev_dist,659,1001,46,0
24 name_name_lev_sim,659,1001,0.14814814814814814,0
24 description_description_jac_qgm_3_qgm_3,659,1001,nan,0
24 description_description_cos_dlm_dc0_dlm_dc0,659,1001,nan,0
24 price_price_exm,659,1001,0,0
24 price_price_anm,659,1001,0.5999199839967992,0
24 price_price_lev_dist,659,1001,1,0
24 price_price_lev_sim,659,1001,0.8,0
24 DecisionTree,659,1001,0,0
24 SVM,659,1001,0,0
24 RF,659,1001,0,0
24 NB,659,1001,0,0
24 LogReg,659,1001,0,0
24 LinReg,659,1001,0,0
24 name_name_jac_qgm_3_qgm_3,659,874,0.02097902097902098,0
24 name_name_cos_dlm_dc0_dlm_dc0,659,874,0.042405209564413175,0
24 name_name_mel,659,874,0.5561610460281372,0
24 name_name_lev_dist,659,874,72,0
24 name_name_lev_sim,659,874,0.1910112359550562,0
24 description_description_jac_qgm_3_qgm_3,659,874,0.029556650246305417,0
24 description_description_cos_dlm_dc0_dlm_dc0,659,874,0.05744849896214261,0
24 price_price_exm,659,874,0,0
24 price_price_anm,659,874,0.06491904060957665,0
24 price_price_lev_dist,659,874,4,0
24 price_price_lev_sim,659,874,0.33333333333333337,0
24 DecisionTree,659,874,0,0
24 SVM,659,874,0,0
24 RF,659,874,0,0
24 NB,659,874,0,0
24 LogReg,659,874,0,0
24 LinReg,659,874,0,0
24 name_name_jac_qgm_3_qgm_3,659,491,0.0,0
24 name_name_cos_dlm_dc0_dlm_dc0,659,491,0.0,0
24 name_name_mel,659,491,0.5632515549659729,0
24 name_name_lev_dist,659,491,60,0
24 name_name_lev_sim,659,491,0.22077922077922074,0
24 description_description_jac_qgm_3_qgm_3,659,491,nan,0
24 description_description_cos_dlm_dc0_dlm_dc0,659,491,nan,0
24 price_price_exm,659,491,0,0
24 price_price_anm,659,491,0.11900793650793651,0
24 price_price_lev_dist,659,491,4,0
24 price_price_lev_sim,659,491,0.19999999999999996,0
24 DecisionTree,659,491,0,0
24 SVM,659,491,0,0
24 RF,659,491,0,0
24 NB,659,491,0,0
24 LogReg,659,491,0,0
24 LinReg,659,491,0,0
24 name_name_jac_qgm_3_qgm_3,659,621,0.5942028985507246,0.0
24 name_name_cos_dlm_dc0_dlm_dc0,659,621,0.7454545454545455,0.0
24 name_name_mel,659,621,0.9226162433624268,0.0
24 name_name_lev_dist,659,621,15,0.0
24 name_name_lev_sim,659,621,0.7222222222222222,0.0
24 description_description_jac_qgm_3_qgm_3,659,621,0.009345794392523364,0.0
24 description_description_cos_dlm_dc0_dlm_dc0,659,621,0.03760887072223008,0.0
24 price_price_exm,659,621,0,0.0
24 price_price_anm,659,621,0.27020452292999364,0.0
24 price_price_lev_dist,659,621,3,0.0
24 price_price_lev_sim,659,621,0.5,0.0
24 DecisionTree,659,621,0,0.0
24 SVM,659,621,0,0.0
24 RF,659,621,0,0.0
24 NB,659,621,0,0.0
24 LogReg,659,621,0,0.0
24 LinReg,659,621,0,0.0
24 name_name_jac_qgm_3_qgm_3,659,623,0.011111111111111112,0
24 name_name_cos_dlm_dc0_dlm_dc0,659,623,0.022473328748774737,0
24 name_name_mel,659,623,0.5703640580177307,0
24 name_name_lev_dist,659,623,44,0
24 name_name_lev_sim,659,623,0.18518518518518523,0
24 description_description_jac_qgm_3_qgm_3,659,623,nan,0
24 description_description_cos_dlm_dc0_dlm_dc0,659,623,nan,0
24 price_price_exm,659,623,nan,0
24 price_price_anm,659,623,nan,0
24 price_price_lev_dist,659,623,nan,0
24 price_price_lev_sim,659,623,nan,0
24 DecisionTree,659,623,0,0
24 SVM,659,623,0,0
24 RF,659,623,0,0
24 NB,659,623,0,0
24 LogReg,659,623,0,0
24 LinReg,659,623,0,0
24 name_name_jac_qgm_3_qgm_3,659,371,0.011235955056179775,0
24 name_name_cos_dlm_dc0_dlm_dc0,659,371,0.02279211529192759,0
24 name_name_mel,659,371,0.5801795721054077,0
24 name_name_lev_dist,659,371,43,0
24 name_name_lev_sim,659,371,0.20370370370370372,0
24 description_description_jac_qgm_3_qgm_3,659,371,nan,0
24 description_description_cos_dlm_dc0_dlm_dc0,659,371,nan,0
24 price_price_exm,659,371,nan,0
24 price_price_anm,659,371,nan,0
24 price_price_lev_dist,659,371,nan,0
24 price_price_lev_sim,659,371,nan,0
24 DecisionTree,659,371,0,0
24 SVM,659,371,0,0
24 RF,659,371,0,0
24 NB,659,371,0,0
24 LogReg,659,371,0,0
24 LinReg,659,371,0,0
24 name_name_jac_qgm_3_qgm_3,659,885,0.06060606060606061,0
24 name_name_cos_dlm_dc0_dlm_dc0,659,885,0.11441551070947108,0
24 name_name_mel,659,885,0.7630259990692139,0
24 name_name_lev_dist,659,885,43,0
24 name_name_lev_sim,659,885,0.21818181818181814,0
24 description_description_jac_qgm_3_qgm_3,659,885,0.023255813953488372,0
24 description_description_cos_dlm_dc0_dlm_dc0,659,885,0.045958799169714085,0
24 price_price_exm,659,885,0,0
24 price_price_anm,659,885,0.02504049563315136,0
24 price_price_lev_dist,659,885,5,0
24 price_price_lev_sim,659,885,0.2857142857142857,0
24 DecisionTree,659,885,0,0
24 SVM,659,885,0,0
24 RF,659,885,0,0
24 NB,659,885,0,0
24 LogReg,659,885,0,0
24 LinReg,659,885,0,0
24 name_name_jac_qgm_3_qgm_3,659,1017,0.026595744680851064,0
24 name_name_cos_dlm_dc0_dlm_dc0,659,1017,0.05739170359584849,0
24 name_name_mel,659,1017,0.524143636226654,0
24 name_name_lev_dist,659,1017,115,0
24 name_name_lev_sim,659,1017,0.1901408450704225,0
24 description_description_jac_qgm_3_qgm_3,659,1017,nan,0
24 description_description_cos_dlm_dc0_dlm_dc0,659,1017,nan,0
24 price_price_exm,659,1017,0,0
24 price_price_anm,659,1017,0.02658805798129349,0
24 price_price_lev_dist,659,1017,4,0
24 price_price_lev_sim,659,1017,0.4285714285714286,0
24 DecisionTree,659,1017,0,0
24 SVM,659,1017,0,0
24 RF,659,1017,0,0
24 NB,659,1017,0,0
24 LogReg,659,1017,0,0
24 LinReg,659,1017,0,0
24 name_name_jac_qgm_3_qgm_3,659,1018,0.018957345971563982,0
24 name_name_cos_dlm_dc0_dlm_dc0,659,1018,0.04264014327112208,0
24 name_name_mel,659,1018,0.5558761954307556,0
24 name_name_lev_dist,659,1018,140,0
24 name_name_lev_sim,659,1018,0.16666666666666663,0
24 description_description_jac_qgm_3_qgm_3,659,1018,nan,0
24 description_description_cos_dlm_dc0_dlm_dc0,659,1018,nan,0
24 price_price_exm,659,1018,0,0
24 price_price_anm,659,1018,0.023046184584646134,0
24 price_price_lev_dist,659,1018,6,0
24 price_price_lev_sim,659,1018,0.0,0
24 DecisionTree,659,1018,0,0
24 SVM,659,1018,0,0
24 RF,659,1018,0,0
24 NB,659,1018,0,0
24 LogReg,659,1018,0,0
24 LinReg,659,1018,0,0
24 name_name_jac_qgm_3_qgm_3,660,909,0.07,0
24 name_name_cos_dlm_dc0_dlm_dc0,660,909,0.13089257860118403,0
24 name_name_mel,660,909,0.75494384765625,0
24 name_name_lev_dist,660,909,41,0
24 name_name_lev_sim,660,909,0.2407407407407407,0
24 description_description_jac_qgm_3_qgm_3,660,909,nan,0
24 description_description_cos_dlm_dc0_dlm_dc0,660,909,nan,0
24 price_price_exm,660,909,nan,0
24 price_price_anm,660,909,nan,0
24 price_price_lev_dist,660,909,nan,0
24 price_price_lev_sim,660,909,nan,0
24 DecisionTree,660,909,0,0
24 SVM,660,909,0,0
24 RF,660,909,0,0
24 NB,660,909,0,0
24 LogReg,660,909,0,0
24 LinReg,660,909,0,0
24 name_name_jac_qgm_3_qgm_3,660,658,0.011904761904761904,0
24 name_name_cos_dlm_dc0_dlm_dc0,660,658,0.024618298195866545,0
24 name_name_mel,660,658,0.5478174686431885,0
24 name_name_lev_dist,660,658,44,0
24 name_name_lev_sim,660,658,0.18518518518518523,0
24 description_description_jac_qgm_3_qgm_3,660,658,0.021551724137931036,0
24 description_description_cos_dlm_dc0_dlm_dc0,660,658,0.04227885745265342,0
24 price_price_exm,660,658,nan,0
24 price_price_anm,660,658,nan,0
24 price_price_lev_dist,660,658,nan,0
24 price_price_lev_sim,660,658,nan,0
24 DecisionTree,660,658,0,0
24 SVM,660,658,0,0
24 RF,660,658,0,0
24 NB,660,658,0,0
24 LogReg,660,658,0,0
24 LinReg,660,658,0,0
24 name_name_jac_qgm_3_qgm_3,660,659,0.02608695652173913,0
24 name_name_cos_dlm_dc0_dlm_dc0,660,659,0.05096471914376255,0
24 name_name_mel,660,659,0.6446974873542786,0
24 name_name_lev_dist,660,659,55,0
24 name_name_lev_sim,660,659,0.2028985507246377,0
24 description_description_jac_qgm_3_qgm_3,660,659,nan,0
24 description_description_cos_dlm_dc0_dlm_dc0,660,659,nan,0
24 price_price_exm,660,659,nan,0
24 price_price_anm,660,659,nan,0
24 price_price_lev_dist,660,659,nan,0
24 price_price_lev_sim,660,659,nan,0
24 DecisionTree,660,659,0,0
24 SVM,660,659,0,0
24 RF,660,659,0,0
24 NB,660,659,0,0
24 LogReg,660,659,0,0
24 LinReg,660,659,0,0
24 name_name_jac_qgm_3_qgm_3,660,660,0.011494252873563218,0
24 name_name_cos_dlm_dc0_dlm_dc0,660,660,0.02347262634065101,0
24 name_name_mel,660,660,0.5575268864631653,0
24 name_name_lev_dist,660,660,43,0
24 name_name_lev_sim,660,660,0.20370370370370372,0
24 description_description_jac_qgm_3_qgm_3,660,660,0.0182648401826484,0
24 description_description_cos_dlm_dc0_dlm_dc0,660,660,0.03618169027528381,0
24 price_price_exm,660,660,nan,0
24 price_price_anm,660,660,nan,0
24 price_price_lev_dist,660,660,nan,0
24 price_price_lev_sim,660,660,nan,0
24 DecisionTree,660,660,0,0
24 SVM,660,660,0,0
24 RF,660,660,0,0
24 NB,660,660,0,0
24 LogReg,660,660,0,0
24 LinReg,660,660,0,0
24 name_name_jac_qgm_3_qgm_3,660,661,0.006756756756756757,0
24 name_name_cos_dlm_dc0_dlm_dc0,660,661,0.013907681247386885,0
24 name_name_mel,660,661,0.5516422390937805,0
24 name_name_lev_dist,660,661,75,0
24 name_name_lev_sim,660,661,0.18478260869565222,0
24 description_description_jac_qgm_3_qgm_3,660,661,0.024875621890547265,0
24 description_description_cos_dlm_dc0_dlm_dc0,660,661,0.04980119205559973,0
24 price_price_exm,660,661,nan,0
24 price_price_anm,660,661,nan,0
24 price_price_lev_dist,660,661,nan,0
24 price_price_lev_sim,660,661,nan,0
24 DecisionTree,660,661,0,0
24 SVM,660,661,0,0
24 RF,660,661,0,0
24 NB,660,661,0,0
24 LogReg,660,661,0,0
24 LinReg,660,661,0,0
24 name_name_jac_qgm_3_qgm_3,660,662,0.020689655172413793,0
24 name_name_cos_dlm_dc0_dlm_dc0,660,662,0.041946761398096714,0
24 name_name_mel,660,662,0.5392755270004272,0
24 name_name_lev_dist,660,662,73,0
24 name_name_lev_sim,660,662,0.19780219780219777,0
24 description_description_jac_qgm_3_qgm_3,660,662,0.025,0
24 description_description_cos_dlm_dc0_dlm_dc0,660,662,0.05011539827702197,0
24 price_price_exm,660,662,nan,0
24 price_price_anm,660,662,nan,0
24 price_price_lev_dist,660,662,nan,0
24 price_price_lev_sim,660,662,nan,0
24 DecisionTree,660,662,0,0
24 SVM,660,662,0,0
24 RF,660,662,0,0
24 NB,660,662,0,0
24 LogReg,660,662,0,0
24 LinReg,660,662,0,0
24 name_name_jac_qgm_3_qgm_3,660,669,0.5806451612903226,0.0
24 name_name_cos_dlm_dc0_dlm_dc0,660,669,0.7402645090373985,0.0
24 name_name_mel,660,669,0.9193037152290344,0.0
24 name_name_lev_dist,660,669,15,0.0
24 name_name_lev_sim,660,669,0.7222222222222222,0.0
24 description_description_jac_qgm_3_qgm_3,660,669,0.007633587786259542,0.0
24 description_description_cos_dlm_dc0_dlm_dc0,660,669,0.0363696483726654,0.0
24 price_price_exm,660,669,nan,0.0
24 price_price_anm,660,669,nan,0.0
24 price_price_lev_dist,660,669,nan,0.0
24 price_price_lev_sim,660,669,nan,0.0
24 DecisionTree,660,669,0,0.0
24 SVM,660,669,0,0.0
24 RF,660,669,0,0.0
24 NB,660,669,0,0.0
24 LogReg,660,669,0,0.0
24 LinReg,660,669,0,0.0
24 name_name_jac_qgm_3_qgm_3,660,670,0.5806451612903226,0.0
24 name_name_cos_dlm_dc0_dlm_dc0,660,670,0.7402645090373985,0.0
24 name_name_mel,660,670,0.9193037152290344,0.0
24 name_name_lev_dist,660,670,15,0.0
24 name_name_lev_sim,660,670,0.7222222222222222,0.0
24 description_description_jac_qgm_3_qgm_3,660,670,0.007633587786259542,0.0
24 description_description_cos_dlm_dc0_dlm_dc0,660,670,0.0363696483726654,0.0
24 price_price_exm,660,670,nan,0.0
24 price_price_anm,660,670,nan,0.0
24 price_price_lev_dist,660,670,nan,0.0
24 price_price_lev_sim,660,670,nan,0.0
24 DecisionTree,660,670,0,0.0
24 SVM,660,670,0,0.0
24 RF,660,670,0,0.0
24 NB,660,670,0,0.0
24 LogReg,660,670,0,0.0
24 LinReg,660,670,0,0.0
24 name_name_jac_qgm_3_qgm_3,660,671,0.75,1.0
24 name_name_cos_dlm_dc0_dlm_dc0,660,671,0.8636419272102982,1.0
24 name_name_mel,660,671,0.9372177124023438,1.0
24 name_name_lev_dist,660,671,13,1.0
24 name_name_lev_sim,660,671,0.7592592592592593,1.0
24 description_description_jac_qgm_3_qgm_3,660,671,0.007633587786259542,1.0
24 description_description_cos_dlm_dc0_dlm_dc0,660,671,0.0363696483726654,1.0
24 price_price_exm,660,671,nan,1.0
24 price_price_anm,660,671,nan,1.0
24 price_price_lev_dist,660,671,nan,1.0
24 price_price_lev_sim,660,671,nan,1.0
24 DecisionTree,660,671,0,1.0
24 SVM,660,671,0,1.0
24 RF,660,671,0,1.0
24 NB,660,671,0,1.0
24 LogReg,660,671,0,1.0
24 LinReg,660,671,0,1.0
24 name_name_jac_qgm_3_qgm_3,660,672,0.5806451612903226,0.0
24 name_name_cos_dlm_dc0_dlm_dc0,660,672,0.7402645090373985,0.0
24 name_name_mel,660,672,0.9282701015472412,0.0
24 name_name_lev_dist,660,672,15,0.0
24 name_name_lev_sim,660,672,0.7222222222222222,0.0
24 description_description_jac_qgm_3_qgm_3,660,672,0.007633587786259542,0.0
24 description_description_cos_dlm_dc0_dlm_dc0,660,672,0.0363696483726654,0.0
24 price_price_exm,660,672,nan,0.0
24 price_price_anm,660,672,nan,0.0
24 price_price_lev_dist,660,672,nan,0.0
24 price_price_lev_sim,660,672,nan,0.0
24 DecisionTree,660,672,0,0.0
24 SVM,660,672,0,0.0
24 RF,660,672,0,0.0
24 NB,660,672,0,0.0
24 LogReg,660,672,0,0.0
24 LinReg,660,672,0,0.0
24 name_name_jac_qgm_3_qgm_3,660,289,0.05785123966942149,0
24 name_name_cos_dlm_dc0_dlm_dc0,660,289,0.11047277547903982,0
24 name_name_mel,660,289,0.6129975914955139,0
24 name_name_lev_dist,660,289,49,0
24 name_name_lev_sim,660,289,0.33783783783783783,0
24 description_description_jac_qgm_3_qgm_3,660,289,0.0935672514619883,0
24 description_description_cos_dlm_dc0_dlm_dc0,660,289,0.18250290955444134,0
24 price_price_exm,660,289,nan,0
24 price_price_anm,660,289,nan,0
24 price_price_lev_dist,660,289,nan,0
24 price_price_lev_sim,660,289,nan,0
24 DecisionTree,660,289,0,0
24 SVM,660,289,0,0
24 RF,660,289,0,0
24 NB,660,289,0,0
24 LogReg,660,289,0,0
24 LinReg,660,289,0,0
24 name_name_jac_qgm_3_qgm_3,660,419,0.007246376811594203,0
24 name_name_cos_dlm_dc0_dlm_dc0,660,419,0.014712247158412491,0
24 name_name_mel,660,419,0.5787644982337952,0
24 name_name_lev_dist,660,419,65,0
24 name_name_lev_sim,660,419,0.20731707317073167,0
24 description_description_jac_qgm_3_qgm_3,660,419,0.011299435028248588,0
24 description_description_cos_dlm_dc0_dlm_dc0,660,419,0.024474103273811745,0
24 price_price_exm,660,419,nan,0
24 price_price_anm,660,419,nan,0
24 price_price_lev_dist,660,419,nan,0
24 price_price_lev_sim,660,419,nan,0
24 DecisionTree,660,419,0,0
24 SVM,660,419,0,0
24 RF,660,419,0,0
24 NB,660,419,0,0
24 LogReg,660,419,0,0
24 LinReg,660,419,0,0
24 name_name_jac_qgm_3_qgm_3,660,1060,0.0,0
24 name_name_cos_dlm_dc0_dlm_dc0,660,1060,0.0,0
24 name_name_mel,660,1060,0.5364758968353271,0
24 name_name_lev_dist,660,1060,42,0
24 name_name_lev_sim,660,1060,0.2222222222222222,0
24 description_description_jac_qgm_3_qgm_3,660,1060,0.027777777777777776,0
24 description_description_cos_dlm_dc0_dlm_dc0,660,1060,0.0545544725589981,0
24 price_price_exm,660,1060,nan,0
24 price_price_anm,660,1060,nan,0
24 price_price_lev_dist,660,1060,nan,0
24 price_price_lev_sim,660,1060,nan,0
24 DecisionTree,660,1060,0,0
24 SVM,660,1060,0,0
24 RF,660,1060,0,0
24 NB,660,1060,0,0
24 LogReg,660,1060,0,0
24 LinReg,660,1060,0,0
24 name_name_jac_qgm_3_qgm_3,660,676,0.06363636363636363,0
24 name_name_cos_dlm_dc0_dlm_dc0,660,676,0.11987285541887979,0
24 name_name_mel,660,676,0.629432737827301,0
24 name_name_lev_dist,660,676,50,0
24 name_name_lev_sim,660,676,0.180327868852459,0
24 description_description_jac_qgm_3_qgm_3,660,676,0.014492753623188406,0
24 description_description_cos_dlm_dc0_dlm_dc0,660,676,0.047619047619047616,0
24 price_price_exm,660,676,nan,0
24 price_price_anm,660,676,nan,0
24 price_price_lev_dist,660,676,nan,0
24 price_price_lev_sim,660,676,nan,0
24 DecisionTree,660,676,0,0
24 SVM,660,676,0,0
24 RF,660,676,0,0
24 NB,660,676,0,0
24 LogReg,660,676,0,0
24 LinReg,660,676,0,0
24 name_name_jac_qgm_3_qgm_3,660,677,0.06363636363636363,0
24 name_name_cos_dlm_dc0_dlm_dc0,660,677,0.11987285541887979,0
24 name_name_mel,660,677,0.629432737827301,0
24 name_name_lev_dist,660,677,49,0
24 name_name_lev_sim,660,677,0.19672131147540983,0
24 description_description_jac_qgm_3_qgm_3,660,677,0.014388489208633094,0
24 description_description_cos_dlm_dc0_dlm_dc0,660,677,0.04600437062282361,0
24 price_price_exm,660,677,nan,0
24 price_price_anm,660,677,nan,0
24 price_price_lev_dist,660,677,nan,0
24 price_price_lev_sim,660,677,nan,0
24 DecisionTree,660,677,0,0
24 SVM,660,677,0,0
24 RF,660,677,0,0
24 NB,660,677,0,0
24 LogReg,660,677,0,0
24 LinReg,660,677,0,0
24 name_name_jac_qgm_3_qgm_3,660,935,0.021551724137931036,0
24 name_name_cos_dlm_dc0_dlm_dc0,660,935,0.04997501873438866,0
24 name_name_mel,660,935,0.5410176515579224,0
24 name_name_lev_dist,660,935,171,0
24 name_name_lev_sim,660,935,0.1534653465346535,0
24 description_description_jac_qgm_3_qgm_3,660,935,nan,0
24 description_description_cos_dlm_dc0_dlm_dc0,660,935,nan,0
24 price_price_exm,660,935,nan,0
24 price_price_anm,660,935,nan,0
24 price_price_lev_dist,660,935,nan,0
24 price_price_lev_sim,660,935,nan,0
24 DecisionTree,660,935,0,0
24 SVM,660,935,0,0
24 RF,660,935,0,0
24 NB,660,935,0,0
24 LogReg,660,935,0,0
24 LinReg,660,935,0,0
24 name_name_jac_qgm_3_qgm_3,660,940,0.007575757575757576,0
24 name_name_cos_dlm_dc0_dlm_dc0,660,940,0.01526762041381148,0
24 name_name_mel,660,940,0.5392782092094421,0
24 name_name_lev_dist,660,940,65,0
24 name_name_lev_sim,660,940,0.20731707317073167,0
24 description_description_jac_qgm_3_qgm_3,660,940,nan,0
24 description_description_cos_dlm_dc0_dlm_dc0,660,940,nan,0
24 price_price_exm,660,940,nan,0
24 price_price_anm,660,940,nan,0
24 price_price_lev_dist,660,940,nan,0
24 price_price_lev_sim,660,940,nan,0
24 DecisionTree,660,940,0,0
24 SVM,660,940,0,0
24 RF,660,940,0,0
